id,name,category,source,notes,evidenceLevel,tensileStrengthMpaMin,tensileStrengthMpaMax,elasticModulusGpaMin,elasticModulusGpaMax,elongationPctMin,elongationPctMax,punctureResistanceN,wvtr,otr,waterSolubility,swellingRatio,degradationDaysMin,degradationDaysMax,enzymaticDegradability,hydrolyticStability,cytotoxicitySafe,hemocompatible,antimicrobial,endotoxinConcern,sterGamma,sterEto,sterSteam,sterUv,sterAutoclave,procFilm,procCasting,procExtrusion,procCoating,procMelt,solventCompatible,costBand,availabilityBand,dataCompleteness
mat-0442,Quaternized Alginate Type-283,Alginate & Salts,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",high,21.07,43.64,0.77,3.89,41.12,54.79,22.12,796.0,353.3,True,13.29,66,333,False,med,True,False,False,Ultra-Low (<0.05 EU/mg),False,True,True,False,True,False,True,False,True,False,Phosphate Buffered Saline,high,high,0.97
mat-0443,Ultra-Pure Starch Type-812,Starch & Modified Starches,Wood pulp / Cotton linters,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",high,31.54,75.59,2.67,4.35,45.02,101.48,16.8,240.0,306.1,True,5.9,76,180,False,med,True,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,False,False,True,True,True,False,False,Phosphate Buffered Saline,low,high,0.99
mat-0444,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-205","Carrageenan (Kappa, Iota, Lambda)",Citrus peel / Apple pomace,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,15.43,51.23,3.21,4.12,46.88,158.02,32.73,568.1,425.8,False,4.02,80,181,False,high,True,True,True,Standard (<0.5 EU/mg),False,True,True,True,False,False,False,True,False,False,"DMSO, Water",high,med,0.85
mat-0445,Injectable Grade Starch Type-599,Starch & Modified Starches,Porcine cartilage,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",med,37.99,53.08,0.76,3.35,11.6,116.16,18.66,1505.9,417.6,True,16.55,83,344,True,low,True,True,True,Low (<0.1 EU/mg),False,True,True,False,True,False,False,True,False,False,"DMSO, Water",low,med,0.97
mat-0446,High-MW Cellulose Type-321,Cellulose & Nanocellulose,Sphingomonas elodea culture,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",low,29.78,44.43,1.53,4.5,57.28,80.91,28.26,1201.2,149.6,True,17.32,41,131,True,med,False,True,True,Ultra-Low (<0.05 EU/mg),True,False,False,True,False,True,True,False,True,False,Ethanol/Water 70:30,low,low,0.98
mat-0447,Nanofibrillated Pullulan Type-977,Pullulan & Exopolysaccharides,Porcine cartilage,"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",med,11.51,22.67,1.23,4.5,49.52,119.46,3.46,912.5,350.1,False,14.51,64,304,False,med,True,True,False,Standard (<0.5 EU/mg),False,False,False,False,False,False,False,True,True,False,"Water, Dilute Acetic Acid",low,high,0.91
mat-0448,Ultra-Pure Starch Type-239,Starch & Modified Starches,Recombinant yeast production,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",low,6.58,18.6,1.14,3.77,37.25,170.23,3.94,705.6,292.8,True,14.63,47,96,True,low,True,True,False,Standard (<0.5 EU/mg),False,True,True,False,False,False,False,False,False,True,"DMSO, Water",high,low,0.91
mat-0449,Injectable Grade Xanthan Type-551,Xanthan & Gellan Gums,Sphingomonas elodea culture,"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",high,30.73,42.47,0.12,1.71,33.34,146.76,7.12,1016.8,102.0,True,10.03,29,97,True,low,True,True,False,Standard (<0.5 EU/mg),True,False,True,True,False,True,True,True,False,False,"DMSO, Water",low,low,0.96
mat-0450,Quaternized Dextran Type-124,Dextran & Dextran Esters,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",low,23.87,52.21,0.4,2.33,48.28,184.26,17.58,904.0,338.6,False,10.64,41,302,True,med,True,True,True,Low (<0.1 EU/mg),True,False,False,True,True,False,True,True,False,True,"DMSO, Water",low,low,0.92
mat-0451,Crosslinked Cellulose Type-553,Cellulose & Nanocellulose,Porcine cartilage,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",high,13.69,44.09,2.08,2.99,51.08,65.18,7.59,514.7,430.3,True,13.65,28,93,False,med,True,True,False,Low (<0.1 EU/mg),True,True,True,False,False,True,True,False,False,False,"DMSO, Water",low,med,0.96
mat-0452,Pharma-Grade Dextran Type-861,Dextran & Dextran Esters,Red Seaweed (Rhodophyta),"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",med,37.33,55.37,3.3,5.67,19.36,64.91,28.66,1971.1,278.9,True,4.23,64,302,True,low,True,True,True,Ultra-Low (<0.05 EU/mg),True,False,False,True,True,False,False,True,True,True,Phosphate Buffered Saline,low,high,0.96
mat-0453,Low-MW Alginate Type-912,Alginate & Salts,Citrus peel / Apple pomace,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,36.62,80.45,1.96,2.82,53.59,100.73,20.07,1575.5,423.5,False,9.91,71,309,False,high,True,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,False,True,True,True,True,False,False,Phosphate Buffered Saline,med,high,0.86
mat-0454,"Film-Forming Carrageenan (Kappa, Iota, Lambda) Type-913","Carrageenan (Kappa, Iota, Lambda)",Aureobasidium pullulans culture,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,23.41,44.02,3.06,6.89,52.96,142.83,32.61,369.9,352.7,True,14.29,82,274,True,low,True,True,False,Standard (<0.5 EU/mg),True,True,True,True,False,False,True,True,False,True,"Water, Dilute Acetic Acid",low,med,0.86
mat-0455,Pharma-Grade Hyaluronic Acid Type-255,Hyaluronic Acid & Hyaluronates,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,9.72,45.63,2.48,4.43,30.66,133.09,3.29,1573.7,338.2,True,3.15,55,275,True,low,False,True,False,Low (<0.1 EU/mg),False,True,False,False,True,True,True,True,False,True,"DMSO, Water",med,med,0.88
mat-0456,Biomedical Grade Chitosan Type-283,Chitosan & Derivatives,Red Seaweed (Rhodophyta),"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,31.61,50.18,1.87,2.64,48.18,82.84,4.52,203.4,255.7,False,11.71,24,210,True,high,True,False,True,Ultra-Low (<0.05 EU/mg),False,True,True,True,False,False,False,True,True,True,Ethanol/Water 70:30,low,high,0.94
mat-0457,Injectable Grade Chitosan Type-199,Chitosan & Derivatives,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",high,9.75,27.15,1.54,3.1,22.97,84.31,11.78,2321.4,103.3,True,5.56,16,109,True,low,False,False,False,Ultra-Low (<0.05 EU/mg),True,False,True,False,False,True,True,True,False,True,"DMSO, Water",med,high,0.85
mat-0458,Low-MW Cellulose Type-229,Cellulose & Nanocellulose,Recombinant yeast production,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",med,31.0,76.55,1.26,2.45,52.52,178.41,24.43,1658.8,107.6,False,1.74,14,91,True,high,True,False,False,Standard (<0.5 EU/mg),False,False,False,False,True,False,False,False,False,False,"DMSO, Water",low,low,0.89
mat-0459,Low-MW Alginate Type-956,Alginate & Salts,Porcine cartilage,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,22.37,32.35,1.99,5.11,48.85,130.84,2.8,212.6,411.0,False,10.5,19,263,False,med,True,True,True,Standard (<0.5 EU/mg),True,True,True,False,False,True,True,True,True,False,"Water, Dilute Acetic Acid",med,low,0.88
mat-0460,Sulfated Chitosan Type-563,Chitosan & Derivatives,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,23.48,38.79,0.37,0.75,52.86,113.42,19.28,797.5,142.1,False,4.14,32,58,True,high,True,True,False,Standard (<0.5 EU/mg),False,False,False,False,False,False,True,True,True,True,Ethanol/Water 70:30,low,high,0.97
mat-0461,Crosslinked Biopolymer Blends Type-721,Biopolymer Blends & Composites,Corn starch / Potato starch,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",low,37.39,84.63,3.23,6.62,53.93,125.08,6.49,980.1,38.2,True,15.16,67,90,True,low,False,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,True,True,False,False,False,True,False,"Water, Dilute Acetic Acid",low,high,0.95
mat-0462,"Crosslinked Carrageenan (Kappa, Iota, Lambda) Type-656","Carrageenan (Kappa, Iota, Lambda)",Porcine cartilage,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",high,7.72,44.89,2.67,6.13,39.71,87.45,1.6,735.8,448.9,True,6.52,29,64,False,high,True,True,False,Standard (<0.5 EU/mg),False,False,False,True,True,True,False,False,True,False,"DMSO, Water",high,high,0.96
mat-0463,Sulfated Alginate Type-491,Alginate & Salts,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",low,24.4,72.26,1.75,4.12,18.65,144.98,27.03,1176.7,102.8,False,10.99,21,263,True,low,True,False,True,Ultra-Low (<0.05 EU/mg),True,True,True,False,True,False,True,True,True,False,"Water, Dilute Acetic Acid",low,high,0.95
mat-0464,Biomedical Grade Chitosan Type-922,Chitosan & Derivatives,Xanthomonas campestris culture,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,8.8,55.69,3.28,7.07,48.96,91.89,24.43,1914.7,261.5,False,16.33,21,77,False,low,True,True,False,Ultra-Low (<0.05 EU/mg),True,True,False,False,False,True,True,True,False,False,Phosphate Buffered Saline,high,med,1.0
mat-0465,Methacrylated Starch Type-111,Starch & Modified Starches,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",low,37.47,54.15,0.26,2.26,31.03,54.15,29.73,2129.0,177.3,True,6.23,58,118,True,low,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,True,False,False,False,True,False,True,False,Phosphate Buffered Saline,high,low,0.89
mat-0466,High-MW Biopolymer Blends Type-909,Biopolymer Blends & Composites,Aureobasidium pullulans culture,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,19.18,26.16,3.16,5.8,14.74,64.52,31.44,1773.7,255.6,False,13.34,52,120,False,high,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,True,False,False,False,False,True,False,False,"Water, Dilute Acetic Acid",med,med,0.93
mat-0467,High-MW Hyaluronic Acid Type-554,Hyaluronic Acid & Hyaluronates,Crustacean shells (Crab/Shrimp),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",low,18.52,40.89,0.64,4.39,36.9,80.94,22.62,796.8,250.6,True,9.64,80,207,False,high,True,True,True,Low (<0.1 EU/mg),False,True,False,False,False,True,False,True,False,True,"Water, Dilute Acetic Acid",low,med,0.86
mat-0468,Phosphate-modified Alginate Type-874,Alginate & Salts,Sphingomonas elodea culture,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,31.45,80.87,2.28,3.1,50.14,88.78,15.15,696.7,219.0,False,16.23,50,159,True,low,False,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,False,False,False,False,True,False,True,"Water, Dilute Acetic Acid",med,med,0.95
mat-0469,Pharma-Grade Cellulose Type-396,Cellulose & Nanocellulose,Wood pulp / Cotton linters,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",low,27.69,50.78,0.31,3.38,31.63,169.25,26.54,1965.1,65.8,False,11.19,80,115,True,med,True,True,True,Low (<0.1 EU/mg),False,False,False,True,True,False,True,False,False,False,"DMSO, Water",high,high,0.93
mat-0470,Hydrogel-Grade Biopolymer Blends Type-354,Biopolymer Blends & Composites,Sphingomonas elodea culture,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",high,20.83,53.66,1.6,5.34,25.96,79.69,31.4,362.2,159.7,False,17.65,13,83,True,high,True,True,True,Standard (<0.5 EU/mg),False,False,True,False,True,False,True,True,False,True,"DMSO, Water",high,high,0.86
mat-0471,"Nanofibrillated Carrageenan (Kappa, Iota, Lambda) Type-870","Carrageenan (Kappa, Iota, Lambda)",Porcine cartilage,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,20.8,44.76,0.95,4.86,40.62,64.62,20.91,920.0,273.8,False,9.36,13,39,False,low,True,False,True,Low (<0.1 EU/mg),False,False,False,False,False,False,False,False,True,False,"DMSO, Water",med,low,0.85
mat-0472,Hydrogel-Grade Biopolymer Blends Type-418,Biopolymer Blends & Composites,Citrus peel / Apple pomace,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,19.57,58.6,1.26,4.85,36.42,155.97,11.84,899.5,107.1,True,8.34,38,241,False,med,True,True,False,Low (<0.1 EU/mg),False,False,False,True,True,False,False,False,True,True,"Water, Dilute Acetic Acid",high,high,0.91
mat-0473,High-MW Hyaluronic Acid Type-279,Hyaluronic Acid & Hyaluronates,Brown Seaweed (Laminaria hyperborea),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,43.53,84.45,1.56,5.11,43.17,119.52,14.94,1945.0,279.8,False,1.67,17,121,False,high,False,True,False,Standard (<0.5 EU/mg),False,False,True,True,True,True,False,False,False,False,Phosphate Buffered Saline,low,low,0.88
mat-0474,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-466","Carrageenan (Kappa, Iota, Lambda)",Red Seaweed (Rhodophyta),"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",high,40.89,87.78,1.03,1.74,44.51,165.46,30.07,1650.7,197.0,True,13.47,28,69,True,high,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,False,False,True,False,False,True,False,False,Phosphate Buffered Saline,med,low,0.87
mat-0475,Pharma-Grade Pullulan Type-869,Pullulan & Exopolysaccharides,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",med,40.15,61.44,2.66,6.47,7.59,112.2,15.88,867.9,171.7,False,6.89,25,139,True,low,True,True,False,Ultra-Low (<0.05 EU/mg),False,False,True,False,False,False,True,True,False,True,"DMSO, Water",low,low,0.88
mat-0476,Nanofibrillated Pullulan Type-488,Pullulan & Exopolysaccharides,Xanthomonas campestris culture,"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",low,7.91,34.27,2.53,5.22,8.34,136.89,21.83,1059.5,118.7,True,5.48,88,201,True,med,True,True,True,Standard (<0.5 EU/mg),True,False,True,False,True,False,True,True,True,True,"DMSO, Water",med,med,0.93
mat-0477,Hydrogel-Grade Pullulan Type-168,Pullulan & Exopolysaccharides,Recombinant yeast production,"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",med,44.56,62.11,0.96,3.71,24.77,71.43,3.29,1399.6,370.6,False,12.77,67,192,False,high,True,True,False,Standard (<0.5 EU/mg),False,True,True,True,False,False,False,False,True,True,Ethanol/Water 70:30,med,med,0.94
mat-0478,Film-Forming Hyaluronic Acid Type-590,Hyaluronic Acid & Hyaluronates,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,22.98,34.17,1.38,1.72,9.92,121.97,21.54,1907.1,177.8,False,4.14,23,141,True,high,True,True,True,Low (<0.1 EU/mg),True,True,False,True,False,True,True,True,True,True,Phosphate Buffered Saline,low,low,0.86
mat-0479,Ultra-Pure Alginate Type-289,Alginate & Salts,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",low,5.08,12.92,1.87,3.82,25.87,42.21,2.5,2127.0,272.6,False,13.21,22,41,True,med,True,True,True,Low (<0.1 EU/mg),True,False,False,True,True,True,False,False,False,True,Phosphate Buffered Saline,med,med,0.91
mat-0480,"Quaternized Carrageenan (Kappa, Iota, Lambda) Type-952","Carrageenan (Kappa, Iota, Lambda)",Xanthomonas campestris culture,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",high,6.39,20.33,2.73,2.99,50.94,117.54,7.61,1019.6,368.9,False,17.2,82,290,False,low,True,False,True,Ultra-Low (<0.05 EU/mg),False,False,False,True,True,True,False,False,False,True,"Water, Dilute Acetic Acid",high,low,1.0
mat-0481,Injectable Grade Chitosan Type-557,Chitosan & Derivatives,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,20.95,62.76,3.22,4.44,39.02,54.89,22.11,1013.1,257.1,True,8.42,77,194,False,high,True,True,False,Standard (<0.5 EU/mg),False,True,False,False,True,True,False,True,False,False,"Water, Dilute Acetic Acid",med,low,0.91
mat-0482,"Sulfated Carrageenan (Kappa, Iota, Lambda) Type-284","Carrageenan (Kappa, Iota, Lambda)",Citrus peel / Apple pomace,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,8.1,33.55,1.38,4.21,18.02,31.14,4.41,1164.3,318.7,False,8.84,87,196,False,low,True,True,False,Standard (<0.5 EU/mg),False,True,True,False,False,False,False,True,False,False,"DMSO, Water",med,high,0.86
mat-0483,Low-MW Chondroitin Type-599,Chondroitin & Glycosaminoglycans,Wood pulp / Cotton linters,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,12.4,20.76,1.94,5.17,40.47,70.72,4.58,1825.0,187.2,True,8.52,29,126,True,high,False,True,False,Ultra-Low (<0.05 EU/mg),True,False,False,False,True,True,False,False,False,False,"Water, Dilute Acetic Acid",med,med,0.97
mat-0484,Ultra-Pure Hyaluronic Acid Type-965,Hyaluronic Acid & Hyaluronates,Aureobasidium pullulans culture,"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",low,38.78,60.3,2.92,5.82,5.99,118.79,3.62,1088.4,417.1,False,8.09,13,262,True,low,True,True,False,Low (<0.1 EU/mg),True,False,False,True,True,True,False,True,True,False,"DMSO, Water",low,low,0.87
mat-0485,High-MW Agarose Type-498,Agarose & Agars,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",high,36.79,58.58,1.74,2.16,24.33,113.07,24.88,2379.7,50.2,False,17.58,85,190,False,low,False,True,True,Ultra-Low (<0.05 EU/mg),True,True,False,True,False,True,True,True,True,True,"DMSO, Water",low,med,0.94
mat-0486,Ultra-Pure Xanthan Type-104,Xanthan & Gellan Gums,Red Seaweed (Rhodophyta),"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,33.03,82.49,0.39,2.51,48.19,136.84,12.46,838.6,366.7,True,14.6,73,326,False,high,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,False,False,True,False,True,True,False,True,Ethanol/Water 70:30,high,low,0.88
mat-0487,Pharma-Grade Biopolymer Blends Type-892,Biopolymer Blends & Composites,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",low,18.29,30.21,2.73,5.45,27.18,133.02,3.8,2247.1,103.9,False,8.56,74,211,False,low,True,True,False,Standard (<0.5 EU/mg),False,True,False,False,True,True,False,False,True,False,Phosphate Buffered Saline,med,low,0.91
mat-0488,Hydrogel-Grade Biopolymer Blends Type-745,Biopolymer Blends & Composites,Recombinant yeast production,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,41.6,70.91,1.22,1.62,49.9,189.68,25.11,1074.7,207.6,False,7.12,53,270,True,low,True,True,True,Low (<0.1 EU/mg),False,False,True,True,False,False,True,True,True,True,"Water, Dilute Acetic Acid",low,med,0.97
mat-0489,High-MW Agarose Type-715,Agarose & Agars,Xanthomonas campestris culture,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",low,18.14,36.41,3.3,6.09,7.97,116.35,7.13,205.9,325.5,False,16.65,47,198,True,high,True,True,True,Low (<0.1 EU/mg),True,False,False,False,True,True,True,False,True,True,Ethanol/Water 70:30,low,med,0.88
mat-0490,Hydrogel-Grade Chondroitin Type-287,Chondroitin & Glycosaminoglycans,Citrus peel / Apple pomace,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",high,31.19,67.08,0.98,3.59,38.97,53.45,10.96,2396.3,226.6,False,13.03,23,274,True,med,True,True,True,Low (<0.1 EU/mg),True,True,True,True,False,False,True,False,True,True,"Water, Dilute Acetic Acid",low,med,0.9
mat-0491,Hydrogel-Grade Chitosan Type-319,Chitosan & Derivatives,Corn starch / Potato starch,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",low,29.46,78.21,1.07,1.54,21.49,117.37,4.64,670.2,297.7,True,17.33,52,243,True,med,True,True,True,Ultra-Low (<0.05 EU/mg),True,True,True,False,False,True,True,False,False,True,"Water, Dilute Acetic Acid",high,med,0.96
mat-0492,Carboxymethylated Dextran Type-145,Dextran & Dextran Esters,Porcine cartilage,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",med,14.67,41.22,1.01,3.79,44.42,188.32,23.68,1490.1,137.1,False,15.68,9,24,False,med,True,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,True,False,True,True,False,True,False,Ethanol/Water 70:30,med,low,0.98
mat-0493,Carboxymethylated Hyaluronic Acid Type-208,Hyaluronic Acid & Hyaluronates,Red Seaweed (Rhodophyta),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,12.35,20.1,0.74,4.54,43.64,74.56,27.94,873.1,386.6,True,1.46,11,45,False,high,True,True,False,Standard (<0.5 EU/mg),False,False,True,True,True,True,True,False,False,False,Phosphate Buffered Saline,low,high,0.99
mat-0494,Hydrogel-Grade Pectin Type-794,Pectin & Pectinates,Citrus peel / Apple pomace,"High-purity biomedical grade pectin engineered for tissue engineering, drug delivery, and barrier applications.",high,41.94,67.48,2.66,6.64,35.61,183.09,16.61,2164.4,388.7,True,4.07,82,312,False,low,True,True,False,Ultra-Low (<0.05 EU/mg),True,True,True,False,False,False,True,True,False,False,"DMSO, Water",low,high,0.94
mat-0495,Hydrogel-Grade Chitosan Type-555,Chitosan & Derivatives,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",low,18.77,31.06,2.53,4.82,14.95,85.35,33.57,382.6,359.9,True,2.33,74,151,False,high,True,True,True,Low (<0.1 EU/mg),True,False,True,False,False,True,False,False,False,True,"Water, Dilute Acetic Acid",med,high,0.93
mat-0496,Ultra-Pure Chondroitin Type-868,Chondroitin & Glycosaminoglycans,Porcine cartilage,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,14.45,43.52,2.85,5.34,16.88,103.53,14.08,2365.1,233.7,False,16.31,72,227,False,med,True,True,False,Low (<0.1 EU/mg),True,False,True,True,True,True,True,False,True,True,Phosphate Buffered Saline,high,low,0.86
mat-0497,Carboxymethylated Alginate Type-385,Alginate & Salts,Red Seaweed (Rhodophyta),"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",high,31.19,69.09,3.24,6.71,46.13,65.38,34.13,2397.9,264.0,True,12.98,23,43,True,low,True,False,True,Standard (<0.5 EU/mg),True,True,True,True,False,False,False,True,True,True,Ethanol/Water 70:30,high,low,0.86
mat-0498,Injectable Grade Biopolymer Blends Type-233,Biopolymer Blends & Composites,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",low,18.42,25.54,0.96,1.91,42.52,168.0,13.04,2013.7,111.6,False,8.88,52,269,True,high,True,True,True,Low (<0.1 EU/mg),True,True,False,True,False,False,False,True,True,True,"Water, Dilute Acetic Acid",low,med,0.89
mat-0499,Nanofibrillated Chondroitin Type-940,Chondroitin & Glycosaminoglycans,Wood pulp / Cotton linters,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",low,20.48,32.78,2.03,5.28,16.17,42.76,17.81,1327.6,171.4,False,17.48,60,275,False,low,True,True,False,Low (<0.1 EU/mg),False,False,False,True,False,False,False,False,True,False,"DMSO, Water",med,low,0.95
mat-0500,"Injectable Grade Carrageenan (Kappa, Iota, Lambda) Type-293","Carrageenan (Kappa, Iota, Lambda)",Sphingomonas elodea culture,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,21.67,27.05,2.3,3.93,29.95,58.08,7.16,466.5,398.1,True,2.69,25,169,True,med,True,False,False,Standard (<0.5 EU/mg),False,False,True,True,True,False,True,False,True,True,Ethanol/Water 70:30,high,low,0.95
mat-0501,"Biomedical Grade Carrageenan (Kappa, Iota, Lambda) Type-489","Carrageenan (Kappa, Iota, Lambda)",Wood pulp / Cotton linters,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,27.39,68.61,3.12,6.06,57.93,107.37,16.94,2401.3,401.1,True,7.33,37,166,True,med,False,False,True,Standard (<0.5 EU/mg),True,True,True,False,False,False,True,False,False,False,"DMSO, Water",high,med,0.99
mat-0502,"Biomedical Grade Carrageenan (Kappa, Iota, Lambda) Type-375","Carrageenan (Kappa, Iota, Lambda)",Red Seaweed (Rhodophyta),"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,23.14,54.55,3.14,6.37,19.75,137.84,31.7,1644.0,426.7,False,17.45,62,265,False,med,True,False,False,Standard (<0.5 EU/mg),False,True,False,True,False,True,True,True,False,False,Ethanol/Water 70:30,low,high,0.95
mat-0503,Phosphate-modified Chitosan Type-440,Chitosan & Derivatives,Recombinant yeast production,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",high,41.68,60.47,0.4,1.9,46.82,140.25,12.32,2358.9,263.3,False,6.28,64,171,True,low,True,False,True,Low (<0.1 EU/mg),False,True,False,True,False,True,False,True,False,True,Phosphate Buffered Saline,low,med,0.97
mat-0504,Injectable Grade Pectin Type-424,Pectin & Pectinates,Wood pulp / Cotton linters,"High-purity biomedical grade pectin engineered for tissue engineering, drug delivery, and barrier applications.",med,37.38,62.76,1.5,4.2,30.18,54.77,31.9,2273.6,23.2,True,9.53,74,270,True,low,False,True,False,Ultra-Low (<0.05 EU/mg),True,False,False,True,True,False,False,True,False,False,Ethanol/Water 70:30,med,high,0.95
mat-0505,Methacrylated Xanthan Type-149,Xanthan & Gellan Gums,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,30.71,43.07,2.3,5.6,6.39,90.46,28.19,2207.0,371.0,True,16.4,66,311,True,high,True,True,False,Low (<0.1 EU/mg),False,True,True,False,True,True,False,True,False,True,"Water, Dilute Acetic Acid",med,med,0.95
